,辛酸乙酯,丁酸乙酯,庚酸乙酯,己酸己酯,乙酸乙酯,己酸丁酯,戊酸乙酯,癸酸乙酯,己酸丙酯,己基丁酸酯,己酸戊酯,壬酸乙酯,十二酸乙酯,乙酸己酯,辛酸己酯,丁酸丁酯,己酸2-甲基丙酯,丁酸3-甲基丁酯,异戊醇,苯丙酸乙酯,异戊醛,正己醇,苯乙酸乙酯,3-甲基丁酸乙酯,苯乙醛，二乙基乙醛,4-甲基戊酸乙酯,辛酸丁酯,2-甲基丙酸乙酯,2-己烯酸乙酯,十四酸乙酯,丙酸乙酯,辛酸丙酯,2-甲基丁酸乙酯,十六酸乙酯,戊酸丁酯,辛酸3-甲基丁酯,十一烷酸乙酯,壬醛,戊酸3-甲基丁酯,庚酸3-甲基丁酯,丁酸辛酯,苯甲酸乙酯,己酸甲酯,己酸,"2,4-二叔丁基苯酚",丁酸庚酯,己酸1-甲基己基酯,乙酸丁酯,苯甲醛,二十一烷,1-丁醇,乙基(E)- 4 - 庚烯酸,2-甲基丁醛,2-壬酮,己酸异戊酯,己酸-2-苯乙酯,2-羟基-4-甲基戊酸乙酯,十五酸乙酯,植物酮,9-十六碳烯酸乙酯,反式-4-癸酸乙酯,L(-)-乳酸乙酯,己酸糠酯,2-十五烷酮,丁酸,十三酸乙酯,己醛,异丁醇,亚油酸乙酯,乙酸辛酯,反油酸乙酯,3-甲基丁酸辛酯,(Z)-己-3-烯酸乙酯,对甲酚,甲酸乙酯,糠醛,"2,6-二叔丁基-4-甲基苯酚",辛酸辛酯,异丁醛,3-己烯酸乙酯,乙酸2-苯乙酯,(Z)-4-癸烯酸乙酯,正辛酸异丁酯,庚酸,乙酸-3-甲基-1-丁醇,(3Z)-3-癸烯-1-醇乙酸酯,3-己烯酸乙酯.1,十一醇,1-亚甲基-1H-茚,乙酸正丙酯,乙醛,正丁酸戊酯,辛酸,乳酸乙酯,S-甲基丁酸酯,醋酸,2-甲基-2-苯乙酯丙酸,丁二酸二乙酯,Group
s7t4,9.770311242,9.342371384,9.424284107,9.838688659,9.223029513,9.239790355,8.91916644,8.899268942,8.434355385,8.577553829,8.833731071,8.438601988,8.480489893,7.847879439,8.468660743,7.791248328,8.005431655,7.666373338,7.741206936,7.741645123,7.714094606,7.845781533,7.562293011,7.345967695,7.52841717,7.253432085,8.060026059,7.233923835,7.732459815,8.13560539,7.172300968,7.570100093,6.976543032,8.720118855,7.71693028,7.792711121,7.656143238,7.313294033,7.457290125,7.4757471,7.425650229,7.145006497,7.074455842,0,7.006268802,7.204460532,7.44475855,6.961600344,7.161200773,7.404601154,7.37085915,6.926261013,6.927390831,6.865133193,9.030351966,7.281970142,6.882118593,7.172374415,6.714067276,7.441824942,7.203132952,7.569012078,7.558736825,7.03791048,0,7.358422157,7.034316382,0,6.499308331,6.89797375,0,7.002405871,6.882540429,6.57668308,6.63829157,7.717451926,7.023358397,6.717002456,6.727658,0,0,6.813233371,6.7726443,0,0,7.195250204,6.686304453,0,0,6.312194434,0,0,7.302613121,0,0,0,0,0,4
s1t6,9.226149793,9.430975828,9.047474461,9.459519577,9.274827933,8.75832251,8.638316881,8.394031036,8.011208174,8.154134689,8.334919887,7.823877252,8.166310024,7.527833266,8.328251955,7.522908785,7.323085617,7.175002886,7.314867501,7.582385344,7.558183496,7.695008118,7.373646386,6.845113844,7.174519223,6.871807303,7.704604933,6.81740314,7.61134396,7.780362935,6.982063851,7.089535413,6.79917556,8.137785431,7.373228636,7.292300759,7.324086407,6.541628643,6.833487518,6.892597994,7.063475613,6.822060136,6.927748219,8.177749558,7.087803512,6.808911828,6.967471938,6.723549298,6.73791594,6.91340407,7.17866424,6.819957337,6.921813265,6.5232111,8.385307725,7.071943314,6.686992732,6.929954881,6.66331623,6.876517189,6.482115738,7.637888558,7.221143619,6.710501234,7.392979467,6.65864176,6.489834001,6.432451041,0,0,0,6.832757656,6.593669028,6.551665122,6.341109617,7.105063608,6.643366319,6.769400441,6.474416596,6.555666872,6.666565776,0,0,6.734695517,0,6.740824553,6.555666872,0,0,0,7.003677369,0,0,0,6.197797887,0,6.770912028,6.52938629,6
s2t6,9.312451239,9.453172867,9.115402423,9.519265523,9.299565424,8.881308568,8.68851757,8.419348861,8.087454658,8.219819215,8.42570255,7.920074128,8.232154763,7.560069937,8.426257792,7.533662433,7.371469157,7.167301063,7.246590689,7.566218931,7.607573901,7.675321274,7.396576805,7.131299611,7.234617752,6.940341428,7.808562054,7.064894661,7.75119697,7.856008373,7.032349772,7.135767195,7.072439107,8.157561579,7.418438657,7.28852073,7.38131708,6.670657266,6.865656855,6.908946186,7.138813842,6.860207112,7.001806123,8.216596602,6.956014318,6.907121186,7.013361551,6.810049228,6.924977642,7.111320654,7.133466105,7.057237425,7.031614304,6.992082314,8.439694573,7.000446939,6.71754909,6.974299437,6.288658214,6.980065344,6.655436192,7.625000541,7.26203701,6.7947553,7.40177821,6.898228798,6.671800465,6.465524416,0,0,0,6.87079824,6.816610772,6.474870198,6.543274706,7.19613751,6.591852171,6.902821606,6.533688084,6.7814968,6.596548876,6.639525119,0,0,0,6.86428164,6.7814968,0,0,0,7.083088938,0,0,0,6.061385818,0,6.711171053,6.556632685,6
s3t6,9.578118844,9.192919348,9.234361602,9.616041423,9.10527543,9.003750374,8.729915726,8.720894204,8.201435703,8.303395948,8.579753725,8.23836316,8.345200402,7.641829924,8.292784316,7.539697416,7.793728573,7.422139332,7.744493503,7.822421381,7.614353224,7.912756783,7.565842332,7.378677665,7.37472736,7.147147993,7.843721389,7.254530763,7.489141949,7.980113102,7.121372067,7.385699455,7.130836836,8.296426932,7.466483835,7.525776039,7.511634618,7.326120124,7.231676253,7.267945995,7.172453454,7.101255409,6.898055948,8.263817441,6.990559709,7.002185521,7.247189701,6.828371106,7.002424466,7.267227255,7.312817811,6.849872093,7.020212223,6.763766255,8.800937867,7.123800667,7.189010982,6.869524071,6.581456949,6.992401782,6.84205545,7.819271089,7.283612496,6.896804422,7.358154146,7.247419316,6.578655828,6.775801981,0,0,0,6.871386432,6.74405147,6.436333363,6.382235693,7.718776687,6.647655053,6.847897519,6.576849981,6.451688693,6.829265117,6.869165884,6.543138093,0,0,7.130493172,0,0,0,0,7.133253909,0,0,0,6.124226353,0,6.797537853,6.723563078,6
s4t6,9.51226201,9.910161216,9.447478887,9.587382687,9.665632687,9.118227034,9.214682267,7.877384346,8.781991458,8.507939796,8.611562218,7.756402454,7.340743223,8.015898637,8.163250979,8.058549983,7.903694991,7.640574347,7.347384627,7.438572991,7.833013835,8.013663211,7.231548231,7.366366252,6.938007757,7.424898951,7.73409396,7.313537305,7.866659193,7.342893194,7.391079345,7.516030862,7.08857961,7.992458137,7.823317719,7.152229452,6.694991828,6.40887756,7.287129508,7.087371493,6.926104727,6.801482811,7.605803877,8.69180289,6.926918254,6.999863258,7.062766492,7.233991824,6.730044338,7.045639567,7.379655231,7.041373872,7.229179405,6.735558152,8.704028406,6.821429134,6.527615562,6.906686652,6.524617146,6.696105467,6.696338798,7.711513588,7.044751345,6.776329574,7.672017416,6.889602513,6.871966605,6.549697401,0,0,0,6.613349692,6.902085469,6.978573559,6.627520171,6.647768955,6.560119051,6.482973461,6.749529752,7.133327005,6.487307153,0,0,7.423302063,0,0,0,0,0,0,7.130238826,0,0,0,7.443274151,0,6.611728612,6.218576012,6
s5t6,9.218561365,9.444530453,9.104886489,9.545942091,9.295821641,8.763608496,8.591827616,8.542179324,8.038411859,8.157499031,8.409232245,7.921375104,8.307328295,7.496819946,8.407231567,7.530681951,7.357149507,7.206565478,7.263752519,7.559589334,7.589707111,7.617373308,7.351443965,6.75894126,7.2849648,6.818963341,7.813060575,6.772836586,7.624719641,7.926297904,6.877335823,7.179429351,6.766330411,8.338733409,7.4258175,7.442288663,7.442747254,6.429810523,6.93324747,7.02265314,7.226679536,6.756087465,6.927322611,7.925862872,7.168373106,6.891644242,7.067821258,6.728757393,6.731474606,6.966387976,7.118501636,6.890956502,6.973656782,6.659033104,8.431893791,7.063932709,6.582108458,6.89964699,6.607371156,6.601172801,6.794908362,7.600190197,7.19569983,6.817688819,7.394770069,6.974515501,6.452946709,6.411798483,0,0,0,6.949870807,6.521726719,6.540553462,6.510796686,7.017509499,6.809947816,6.890932578,6.480447334,6.513812503,6.657396761,0,6.307964351,0,0,6.740547192,0,0,0,0,6.883983879,0,0,0,6.225658588,0,6.872257538,6.384485251,6
s6t6,9.312227468,9.460592335,9.142383736,9.561035769,9.308476039,8.821161683,8.629426813,8.569006206,8.064211122,8.228430505,8.452944689,7.989640201,8.137683483,7.547951934,8.186369187,7.559674262,7.411830747,7.253892946,7.287466502,7.557284516,7.618165924,7.620171623,7.328384617,6.828255279,7.281848896,6.891435702,7.801594147,6.793862229,7.686005239,7.759801304,6.932084637,7.204381954,6.884779734,8.16657497,7.291926808,7.458032917,7.385077523,6.633416389,6.989216814,7.088307965,7.210784499,6.822479148,6.970188002,7.887814671,7.073017375,6.941360851,7.062916399,6.790305127,6.68826201,6.933162029,7.11032714,7.007927809,7.026855756,6.549225328,8.539579123,6.967036689,6.768620709,6.707253224,6.402192773,6.539070404,6.879229133,7.589665942,7.120488276,6.644536813,7.283264413,6.497668275,6.470004204,6.466243494,0,0,0,6.824235395,6.596286058,6.455718908,6.514513314,7.026706784,6.891240142,6.661623919,6.525579853,6.561569886,6.587749885,6.430845189,6.34688819,0,0,6.716332846,6.561569886,0,0,0,6.8966123,0,0,0,6.146318946,0,6.742397566,6.619610933,6
s7t6,9.244854881,9.343606207,9.024116761,9.343419688,9.315798717,8.696292006,8.834243336,8.424153213,8.000475364,8.016526091,8.217824139,7.855680701,8.099118009,7.609689758,8.048980234,7.561306334,7.341306892,7.231524653,7.943070789,7.695365032,7.7820561,8.040786497,7.497884641,7.369023044,7.383091228,7.26869679,7.567516056,7.217415295,7.470386666,7.801077829,7.231288819,6.87663751,6.942575951,8.26155086,7.369561751,7.254272815,7.292309352,7.069909361,6.847768387,6.870570654,6.90953296,7.01674742,7.036364383,8.561368525,7.272074986,6.790920344,6.988811255,7.175799622,6.945082731,6.963947481,7.580071372,6.696828152,7.141595213,6.746218812,8.338913413,6.873779803,7.056235771,7.001092587,6.512258538,7.125619855,6.176527161,7.894981749,7.210147078,6.749197042,7.380218946,6.581129168,6.744596315,7.027625783,0,0,0,6.659894837,6.734905925,6.621928372,6.688859903,7.540726807,6.907384823,6.547728502,6.788777341,6.653505908,6.733768988,6.732604807,6.179174694,7.112434532,0,6.843521629,6.653505908,0,0,0,7.381339743,0,0,0,6.186900675,0,6.743354773,6.703198147,6
s1t9,9.591747657,9.468831149,9.367644856,9.778080764,9.167490805,9.134714858,8.761722298,8.717345078,8.325339469,8.521063758,8.732928156,8.204003101,8.370409333,7.664730203,8.516896776,7.719360421,7.849589686,7.558914799,7.167444832,7.611402513,7.509117904,7.54618495,7.286048088,7.025483733,7.142268511,7.097424921,8.032442486,6.909603404,7.758482603,8.069766772,6.918542894,7.514909268,6.760910377,8.571538481,7.515333549,7.627800697,7.512327823,6.632086184,7.29736022,7.327041659,7.397127694,6.877452396,6.957140067,8.321342378,7.415613231,7.110939472,7.311835216,6.667306766,6.910597326,7.125532168,7.053464083,6.945737087,6.792240118,6.543264931,0,7.231096644,6.606727344,7.041252081,6.631399814,7.482346688,6.908333629,7.530486914,7.285737797,6.889518148,7.183070623,6.904377873,6.434929688,6.246003594,0,7.338565662,0,6.968892829,0,6.54553889,6.053561752,7.372995263,0,6.771658486,0,6.641420132,6.657369016,0,6.608822215,0,5.966366434,6.888708597,6.560752039,0,7.149777231,0,0,0,0,0,6.388187832,0,6.722395637,0,9
s2t9,9.580025845,9.409783113,9.33758848,9.76801686,9.117651343,9.146267501,8.723613291,8.670091149,8.299507164,8.478891693,8.717690781,8.200633105,8.337479555,7.612788363,8.532714581,7.649022848,7.811215148,7.441503496,7.085487355,7.554015805,7.435617467,7.517474944,7.270293702,7.197979237,7.050940288,7.057637556,8.058673189,7.034666004,7.836541672,8.042372256,6.897562776,7.476114133,6.913909515,8.613101517,7.589835053,7.566163759,7.49846327,6.821505787,7.192992013,7.277176753,7.411145956,6.847281868,6.944093386,8.344053428,7.386112619,7.142030373,7.269887214,6.648111595,7.091640854,7.199455657,6.993838176,7.061359709,6.666774531,6.940519561,0,7.216950924,6.601020611,7.091248159,6.659617451,6.772385948,6.836204595,7.528370582,7.305211909,6.824466251,7.297855445,6.918332748,6.551908466,6.205006752,7.620061585,7.329415252,0,6.955416373,6.81228196,6.854265461,6.154200028,7.406376267,0,7.194318833,0,6.693040112,6.563338057,6.459703642,6.601185779,0,0,6.91030906,6.693040112,0,7.059398201,0,0,0,0,0,6.045200403,0,6.680812133,0,9
s3t9,9.405168076,9.076392244,9.086100739,9.44850885,8.935846009,8.811625881,8.592026858,8.55191429,8.018938626,8.100435262,8.36764726,8.038445918,8.306164709,7.466874524,8.224733027,7.365570977,7.580177142,7.231913546,7.605586922,7.838461211,7.436199212,7.78659548,7.52894589,7.243175167,7.297404724,6.994029528,7.667529136,7.095882235,7.359627993,8.128663693,6.942638586,7.227003443,6.912123302,8.678584494,7.275959219,7.367452845,7.361167013,7.146650779,6.988108361,7.05721529,7.00107499,7.11212434,6.659271888,8.377060428,7.1637546,6.802143707,7.07724074,6.626223606,7.123345957,7.091691602,7.174042874,6.512638481,6.775683695,6.607686225,0,7.180494967,6.973473405,7.120345625,6.76166564,6.859912627,6.811720373,7.692158927,7.255135573,6.869620168,6.767541297,7.228402165,6.377922257,6.57434368,0,7.258609555,0,6.712884778,6.168795738,6.552617968,6.03342469,7.871446912,0,6.553195625,0,6.529877231,6.850985995,6.835402442,6.304380784,0,7.182107029,7.039433718,6.251052001,0,6.95316702,0,0,0,0,0,5.737619764,0,6.698392745,0,9
s4t9,9.750833695,9.721419397,9.554247866,10.11076333,9.451713147,9.371649105,9.080920883,8.457955801,8.90658496,8.728400752,9.024560424,8.170128624,7.994795034,7.969664272,8.86067539,7.921363186,8.135053164,7.684828648,7.144335746,7.577971597,7.57715839,7.869124783,7.189871654,7.213422091,6.933705464,7.338192572,8.262972779,7.110487698,7.828947125,7.839570088,7.109243594,7.929626747,6.903846362,8.462954045,7.909077327,7.83180079,7.296116896,6.627377968,7.502619226,7.601652533,7.48810235,6.846667684,7.420022865,8.590708805,7.195708249,7.307272314,7.566825518,6.987505311,6.79773933,7.222457526,7.212872054,7.08208994,6.860527433,6.690005865,0,7.560810799,6.360535517,6.955415268,6.599341689,7.084781028,6.811720373,7.344086217,7.356239592,6.488251413,7.391642403,6.686691978,6.646404523,6.18597344,0,7.20985539,0,7.204492909,0,7.039412414,6.203462437,6.691361179,0,6.75928106,0,6.683040678,6.665571777,0,6.824611462,0,0,6.366249189,6.683040678,0,7.229689799,0,0,0,0,0,7.245805313,0,6.745273923,0,9
s5t9,9.534403739,9.420843481,9.369996348,9.718718056,9.154267512,9.093315056,8.646406374,8.698646528,8.298480054,8.472448616,8.703915471,8.193900571,8.304152536,7.618420817,8.402439466,7.659149595,7.643943241,7.509463376,7.085233257,7.493080817,7.446915885,7.43538884,7.20799433,6.816436297,7.195402306,6.934196004,7.985964802,6.76840199,7.737828811,7.951749186,6.787896847,7.475417316,6.627189749,8.494436556,7.631803413,7.580382612,7.475100962,6.64413922,7.287097343,7.287373674,7.385545421,6.715817847,6.852621328,8.049774831,7.310148244,7.115284909,7.229291423,6.610655304,6.827430744,7.088412506,6.951481613,6.843219433,6.733491796,6.604809358,0,7.116088439,6.564996966,6.967097961,6.544204032,7.279178673,6.398852171,7.428871572,7.248618134,6.749305538,7.169919912,6.576473923,6.225461808,6.38609204,7.349671783,7.219609989,0,6.988350371,6.540843939,6.477474011,6.016442121,7.197572668,0,7.062266444,0,6.633323202,6.62024936,6.808123257,6.591338863,0,0,6.750218196,6.722146819,0,7.157683778,0,0,0,0,0,6.351068183,0,6.685275979,0,9
s6t9,9.656067005,9.509307549,9.462459003,9.783591829,9.240144045,9.175147149,8.760296749,8.778845747,8.379831654,8.569366702,8.759551243,8.283742951,8.363119082,7.746993921,8.394962138,7.758982975,7.894464606,7.61594139,7.207000074,7.636153659,7.544936234,7.549081014,7.329682716,6.975085348,7.310177137,7.111374024,8.021575636,6.854512083,7.873058577,7.974661018,6.858950881,7.53365853,6.766510707,8.479710608,7.576806339,7.648019726,7.549070316,6.786170219,7.386808664,7.375866598,7.411897994,6.848327992,6.956544209,8.116615992,7.241581239,7.178574523,7.305561517,6.733186751,6.955580783,7.196885759,7.058289752,7.11107002,6.839626202,6.622874665,0,7.35692233,6.564724944,7.144408316,6.590738988,7.297633005,6.859423274,7.554154611,7.323009514,6.753891258,7.214937839,6.843490341,6.371512026,6.176915502,7.552688705,7.281901431,0,6.964489166,0,6.600243334,6.367607202,7.413491923,0,6.889587074,0,6.599200311,6.594793121,6.56042379,6.629902575,0,0,6.786139103,6.599200311,0,0,0,0,0,0,0,6.46409181,0,6.759027503,0,9
s7t9,9.593382215,9.253420465,9.297547192,9.615755448,9.083671003,9.060330906,8.827599254,8.668111658,8.279106922,8.368999528,8.58757156,8.199107975,8.334212578,7.681747082,8.291856252,7.658680976,7.830180446,7.515825845,7.621038095,7.652005128,7.55787838,7.754307329,7.328801149,7.330467025,7.220353176,7.142081186,7.834169729,7.141562964,7.594828509,8.042318724,7.027695357,7.363920629,7.010285712,8.659864927,7.557465275,7.550934943,7.436389095,7.167540192,7.256636744,7.226286391,7.185350014,6.999148478,6.93993977,8.281681167,7.266348033,6.991670451,7.26426318,6.850085338,7.043869572,7.119722041,7.243846586,6.793429403,6.882341768,6.690159958,0,7.04844481,6.65446741,7.115684085,6.679021208,6.769889163,6.887367192,7.509465805,7.26263885,6.865417326,7.207654751,7.205527785,6.513228036,6.647479301,7.369522256,7.138139303,0,6.826178367,6.718677045,6.487060055,6.420837716,7.617437203,0,6.614455474,0,6.633323202,6.641184229,0,6.527341216,0,7.338610741,6.925783029,6.541250012,0,6.987964306,0,0,0,0,0,6.078651152,0,6.669501719,0,9
s1t12,9.542017745,9.548996558,9.259283119,9.923662686,9.320009307,9.046265257,8.786147106,8.870339187,8.228090779,8.453270991,8.772199024,8.270202409,8.574236342,7.621053627,8.723270457,7.652295089,7.677082545,7.391603337,7.284605431,7.721074041,7.604376468,7.651394618,7.45076731,7.113533185,7.318645464,7.044283845,8.167834892,7.073327856,7.724660185,8.364125979,7.203008018,7.467133059,6.826728207,9.093748891,7.560677814,7.788824434,7.733109929,6.644301468,7.149015564,7.388777131,7.578487973,7.008560271,6.940400914,8.656391517,6.727772738,7.141541034,7.46694312,6.743489574,7.035123781,7.300284531,7.174094353,6.946460877,6.915121564,6.567310677,8.815029391,7.505696989,6.53731742,7.420041311,6.925316013,7.766670846,7.141273388,7.503221209,7.235492514,7.015782547,7.329502657,7.158680124,6.402686873,6.370038293,8.15564062,7.194287629,8.074194097,7.185392694,6.591368169,6.805340855,6.309789893,7.51737019,6.819798009,7.411461541,6.484847464,6.5755229,6.768599299,6.96958897,6.681166493,7.179385508,0,7.111832404,6.5755229,0,0,6.177914581,0,0,0,0,6.30129069,0,0,6.729131102,12
s2t12,9.247958523,9.381340311,9.015006812,9.515422347,9.199768859,8.775123259,8.623485067,8.434702036,7.990958537,8.122376269,8.380552923,7.875440506,8.274711508,7.432507459,8.46184156,7.413345139,7.335505787,7.062986647,7.117778132,7.578366631,7.444846912,7.574450107,7.409534555,7.117633913,7.261399526,6.852182159,7.790398629,7.051843674,7.673953139,7.963450751,7.112426529,7.02040544,6.87136605,8.532264907,7.300105477,7.367160243,7.403099394,6.469600187,6.730333746,6.891881504,7.163823962,6.902968508,6.801309402,8.579063656,6.788019082,6.774237149,7.088539282,6.645487854,7.084919821,7.057931729,7.052345756,6.788077485,6.745602742,6.834660181,8.420195664,7.22458774,6.519491765,6.992709882,6.541310371,6.714911794,6.717650456,7.461669686,7.015605977,6.757837773,7.327642585,6.662721276,6.497689744,6.282648736,7.499219347,7.130291773,7.469747277,6.802721362,6.639348313,6.642436021,6.332970565,7.407940457,6.938063917,7.030441874,6.348461079,6.604887246,6.577369271,6.557323479,6.10398665,7.12766717,0,6.926022632,6.604887246,0,0,5.857733637,0,0,0,0,5.846030668,0,0,6.558171433,12
s3t12,9.180064643,9.03201747,8.860995513,9.279536685,8.957847441,8.556917798,8.504032934,8.389308489,7.788392378,7.830205066,8.121184318,7.795965879,8.229057563,7.300988159,8.131814675,7.141803418,7.244892276,6.902982413,7.608922704,7.786035633,7.440053523,7.80153562,7.575097799,7.229500088,7.362861896,6.831980346,7.46558419,7.123856262,7.13235312,8.173720846,6.950445066,6.86082376,6.863002445,8.78893774,7.065022885,7.195968734,7.290138725,6.961103373,6.675827776,6.768189304,6.837880599,7.090188956,6.50337731,8.453836618,6.610688095,6.598892786,6.955217858,6.583154122,7.091118889,7.006883098,7.186184886,6.369743878,6.818454634,6.508797967,8.266407859,7.143487971,7.054389467,7.157338275,6.782511852,7.512242572,6.248722485,7.647294152,6.96531388,6.87163254,7.366102143,6.982109975,6.289743392,6.576518414,7.798113154,7.311944954,7.717554635,6.575118891,6.519082133,6.771285873,6.176351858,7.782769452,6.972616934,6.634211923,6.380797524,6.213285776,6.71654698,6.739112295,6.705127126,7.120978375,0,7.029349419,6.213285776,0,0,5.8978005,0,0,0,0,0,0,0,6.62242481,12
s4t12,9.975467604,9.860659607,9.651132217,10.45399096,9.630265714,9.549004452,9.167845507,8.752863061,8.971961366,8.916001737,9.320418105,8.500078766,8.099614426,8.025452921,8.981451489,7.9886811,8.261422521,7.753340476,7.24282622,7.683312914,7.754661559,7.95480112,7.358162382,7.665514265,7.334567943,7.470995666,7.893141533,7.307359747,7.901780375,7.858014658,7.358775825,8.233160606,7.043343469,8.560540112,7.974000153,8.070269096,7.514325602,6.631531921,7.632920603,7.952147021,7.826332028,6.91442082,7.498031264,8.880848125,6.89282939,7.520912387,7.892078651,7.111563495,6.957968996,7.464607548,7.367158859,7.20406688,7.126605583,6.642260206,9.332561946,7.656777885,6.606617075,6.895572633,6.569581399,7.102216253,6.501415154,7.335424697,7.27994241,6.801434634,7.57133107,6.581078187,6.727717362,6.475504321,7.622710478,7.538538944,7.646438842,7.345562343,6.848680443,7.067841193,6.487800667,6.953200089,6.941198191,7.444010931,6.659573164,6.671115962,6.553746404,6.563482865,7.191982299,7.503221208,0,6.689855923,6.671115962,0,0,6.539839522,0,0,0,0,7.336406826,0,0,6.487670765,12
s5t12,9.468191046,9.416974666,9.307761162,9.652686418,9.20369023,9.010179183,8.6311298,8.621166186,8.223559727,8.392820599,8.618121869,8.108273275,8.28646376,7.583900171,8.378656879,7.580225895,7.620451936,7.398581843,7.062078663,7.530804286,7.455866331,7.462350455,7.328420344,6.824956181,7.450941726,6.860739829,7.88649187,6.797833847,7.67323418,7.872803465,6.826772258,7.300459447,6.683258574,8.244460227,7.527724654,7.507801385,7.446345718,6.43003974,7.172385706,7.159736127,7.297519658,6.817077687,6.794539353,8.094391296,6.813428176,6.963766341,7.169557572,6.59052015,6.812951279,7.093372105,6.9937898,6.837544147,6.786414826,6.588214422,8.718149442,7.17929381,6.419262797,6.906996995,6.274551709,6.969448252,6.806163669,7.443142482,7.142711418,6.647318333,7.341786478,6.548219574,6.132819989,6.219324677,7.252776777,7.232140506,7.207744302,6.906857776,6.445376492,6.630720345,6.33765092,7.241945465,7.112886717,6.996218523,6.292499219,0,6.522839881,6.349557234,6.44647778,7.212876226,0,6.748429954,6.679693131,0,0,6.177914581,0,0,0,0,6.104216041,0,0,6.532217666,12
s6t12,9.713603692,9.55398805,9.493832455,9.837790429,9.310765578,9.220534628,8.797823869,8.845837206,8.40105381,8.619308376,8.824829997,8.347506532,8.392779297,7.761545671,8.425430519,7.741048992,7.765834622,7.608767765,7.193628868,7.671270478,7.612004812,7.582871489,7.438029562,7.006692452,7.570851703,7.174162247,8.072358405,6.960685978,7.891499911,8.027801895,6.980986507,7.500709893,6.820800442,8.529942474,7.706866282,7.691035998,7.628643755,6.813885284,7.411746333,7.408502797,7.485349658,6.973388615,6.953851818,8.155723382,6.936924138,7.196365943,7.393315484,6.761144979,6.942421406,7.305923248,7.126831308,7.147233922,6.931657338,6.628268983,8.984115376,7.288168807,6.712662094,6.973069422,6.579548587,7.350761773,6.634664342,7.545974157,7.245279761,6.783806457,7.34610111,7.12706784,6.395050749,6.338028958,7.459939521,7.452890902,7.418426089,7.010051999,6.68394693,6.697289594,6.409060537,7.47261573,7.080728409,6.939862758,6.439352186,6.64604575,6.618965395,6.92078309,6.659711847,7.126885543,0,6.941016259,6.64604575,0,0,6.082519399,0,0,0,0,6.255656965,0,0,0,12
s7t12,9.406745933,9.256623055,9.143191641,9.391759758,9.160981958,8.855408451,8.794456201,8.459137829,8.122305603,8.143605248,8.339548227,7.968712405,8.180729411,7.595876366,8.104971025,7.530618111,7.556304565,7.294987823,7.688594806,7.640307186,7.63351835,7.843843087,7.450034289,7.289718374,7.409792896,7.037162878,7.555032505,7.163904203,7.455289183,7.921541959,7.100608263,6.986508379,6.972830988,8.407154245,7.418182443,7.34260468,7.300427763,7.011267115,6.998980982,6.927240884,6.977010393,7.047370342,6.844163329,8.626701031,6.762208516,6.724350019,7.088554843,6.861228002,7.041228845,7.023459729,7.333781561,5.908110742,6.976705455,6.648469273,8.526406579,6.985159645,6.924721586,7.031318472,6.468235571,7.210880051,6.761957432,7.574024695,6.919375105,6.594148479,7.186262825,7.113439856,6.44406864,6.716703215,7.328605701,7.143575818,7.265705707,6.627625933,6.625641368,6.569811321,6.531008094,7.661696076,6.86415478,0,6.593050406,6.786101502,6.568747069,6.761957432,6.157199532,7.039806091,0,6.931959597,6.786101502,0,0,6.128795351,0,0,0,0,0,0,0,6.597699877,12
s1t15,9.871538643,9.634875002,9.606032065,10.03923855,9.319238404,9.4062677,8.959995027,9.004896249,8.570337995,8.808026625,9.037986717,8.524731872,8.423581531,7.815530853,8.585689845,7.881625467,8.137291829,7.786371729,7.262875942,7.691487552,7.680209369,7.645565297,7.389673201,7.355050519,7.408914763,7.315720036,8.316759489,7.244772549,8.001325186,7.888738475,7.113628579,7.746162981,7.056554625,8.091647191,7.867666108,7.823983155,7.708779913,6.832964515,7.581526057,7.611647647,7.677116355,6.942652473,7.12166192,8.390730218,6.891962027,7.412091316,7.553713303,6.835513561,7.063724501,7.378776344,7.141894608,7.182584271,7.00343065,6.744177042,0,7.339164459,6.638557338,6.771823579,6.252937565,7.071165229,7.149551511,7.587204843,7.310861525,6.802435442,7.306963088,6.995848647,6.56152761,6.113084752,7.144410482,7.62036511,6.981094308,7.195773513,7.98837666,7.938894185,6.364989207,8.541622852,7.021554792,0,6.540465208,7.069139755,7.792139554,8.086532533,6.925804167,0,0,0,0,6.894174371,0,6.217072399,0,0,0,0,0,0,0,6.656729858,15
