,辛酸乙酯,丁酸乙酯,庚酸乙酯,己酸己酯,乙酸乙酯,己酸丁酯,戊酸乙酯,癸酸乙酯,己酸丙酯,己基丁酸酯,己酸戊酯,壬酸乙酯,十二酸乙酯,乙酸己酯,辛酸己酯,丁酸丁酯,己酸2-甲基丙酯,丁酸3-甲基丁酯,异戊醇,苯丙酸乙酯,异戊醛,正己醇,苯乙酸乙酯,3-甲基丁酸乙酯,苯乙醛，二乙基乙醛,4-甲基戊酸乙酯,辛酸丁酯,2-甲基丙酸乙酯,2-己烯酸乙酯,十四酸乙酯,丙酸乙酯,辛酸丙酯,2-甲基丁酸乙酯,十六酸乙酯,戊酸丁酯,辛酸3-甲基丁酯,十一烷酸乙酯,壬醛,戊酸3-甲基丁酯,庚酸3-甲基丁酯,丁酸辛酯,苯甲酸乙酯,己酸甲酯,己酸,"2,4-二叔丁基苯酚",丁酸庚酯,己酸1-甲基己基酯,乙酸丁酯,苯甲醛,二十一烷,1-丁醇,乙基(E)- 4 - 庚烯酸,2-甲基丁醛,2-壬酮,己酸异戊酯,己酸-2-苯乙酯,2-羟基-4-甲基戊酸乙酯,十五酸乙酯,植物酮,9-十六碳烯酸乙酯,反式-4-癸酸乙酯,L(-)-乳酸乙酯,己酸糠酯,2-十五烷酮,丁酸,十三酸乙酯,己醛,异丁醇,亚油酸乙酯,乙酸辛酯,反油酸乙酯,3-甲基丁酸辛酯,(Z)-己-3-烯酸乙酯,对甲酚,甲酸乙酯,糠醛,"2,6-二叔丁基-4-甲基苯酚",辛酸辛酯,异丁醛,3-己烯酸乙酯,乙酸2-苯乙酯,(Z)-4-癸烯酸乙酯,正辛酸异丁酯,庚酸,乙酸-3-甲基-1-丁醇,(3Z)-3-癸烯-1-醇乙酸酯,3-己烯酸乙酯.1,十一醇,1-亚甲基-1H-茚,乙酸正丙酯,乙醛,正丁酸戊酯,辛酸,乳酸乙酯,S-甲基丁酸酯,醋酸,2-甲基-2-苯乙酯丙酸,丁二酸二乙酯,Group
s2t15,9.788626904,9.548216737,9.532139951,9.92858829,9.260075535,9.3428987,8.897828408,8.855290244,8.499606851,8.695780583,8.924186783,8.413858524,8.363748382,7.774651104,8.572143459,7.788616321,8.027555769,7.644228154,7.167444454,7.624106852,7.603462411,7.639532216,7.398729805,7.452614799,7.420089825,7.254230963,8.235561995,7.298929855,8.055368232,7.902385134,7.109728157,7.643726639,7.190833542,8.118584535,7.776947561,7.70082893,7.666021455,6.857976176,7.42376128,7.460385038,7.568522828,7.001970792,7.084421461,8.340651959,7.019122161,7.319356095,7.440000054,6.77397121,7.173401845,7.394582809,6.94893914,7.229137404,8.125967775,7.109023334,0,7.289203284,6.608930263,6.821125542,6.307707293,7.129339917,7.257719636,7.487071733,7.019014923,6.742519964,7.294647949,7.019245982,6.677114096,6.158302196,7.074631725,7.646721777,6.931750287,7.077686083,7.191860331,6.741111361,6.410371666,8.562996424,6.92020871,6.947838133,6.416263994,7.986606552,7.77694879,8.079202436,6.756576222,0,0,0,0,7.63683498,0,5.999888763,0,0,0,0,0,0,0,7.819858123,15
s3t15,9.722450342,9.32274709,9.381679579,9.715611997,9.160199127,9.117974965,8.878358246,8.857979729,8.298595986,8.393915092,8.678106411,8.374188433,8.49142617,7.675002285,8.412899835,7.603716726,7.737127361,7.525212292,7.802774005,7.996115631,7.687315168,7.980107422,7.754488452,7.654646299,7.680776409,7.327959537,7.950647879,7.46347692,7.572795529,8.159747835,7.22867117,7.475008552,7.279909615,8.36429361,7.530116473,7.621979313,7.65406371,7.410935203,7.309485524,7.346757703,7.276961676,7.330208853,6.906567419,8.366819899,6.990271366,7.078071989,7.421559293,6.84843392,7.333101779,7.409709898,7.276043397,6.773532073,7.042054378,6.851457486,0,7.34723361,7.064326659,6.990599253,6.664324067,7.338001033,6.68695744,7.777009197,7.348584917,7.046507845,7.455162243,7.261631069,6.634865506,6.722044234,7.412577963,8.68357792,7.152748357,6.953348256,7.916484724,6.931708599,6.398126144,9.221045974,7.390519065,8.092623044,6.59847796,6.754095022,6.892596794,7.171496434,6.563649669,0,0,0,0,7.702318435,0,0,0,0,0,0,0,0,0,6.820982439,15
s4t15,10.11945673,9.776073831,9.814030464,10.44547031,9.49258416,9.707441221,9.184958846,8.772360099,9.120838826,9.080920109,9.391753711,8.560818658,7.98020856,8.128740705,8.849882116,8.098209776,8.306507719,7.938803686,7.354080513,7.748783838,7.792822164,8.00314615,7.358995601,7.423252819,7.353453584,7.542523505,8.079776289,7.263957353,7.998155674,7.694477771,7.27876905,8.327088505,7.114521626,8.241675503,8.109334101,8.039907507,7.478235145,6.978244071,7.82600399,7.971632701,7.832855196,6.957580386,7.523368044,8.74440769,7.052396438,7.699982104,7.88328184,7.076451864,6.899848176,7.327665169,7.194698681,7.287751519,8.307029233,6.866346311,0,7.752463203,6.75797654,6.926586998,6.446811287,7.05565998,6.733051139,7.428853106,7.482662931,6.9406712,7.624055052,7.096426897,6.860912249,6.333652842,7.239009978,7.665469143,7.185321088,7.348967049,6.961470472,7.18480202,6.281521324,7.987745468,7.407500192,7.245811295,6.620955782,7.956322344,7.728374818,6.555439641,7.23486379,0,0,0,0,0,0,6.364382325,0,0,0,0,0,0,0,7.841783244,15
s5t15,9.688670275,9.436007473,9.506319439,9.819714923,9.154373646,9.233016545,8.712415998,8.829169322,8.440866259,8.622687114,8.847625783,8.33726988,8.436646353,7.725579466,8.520935382,7.734324057,7.943566967,7.635912639,7.186673721,7.637165378,7.542338086,7.565935443,7.388785796,6.965382391,7.529051038,7.040829607,8.100435797,6.853916001,7.818114797,8.147210525,7.157548406,7.619882484,6.897757406,8.750689453,7.756114196,7.685172933,7.631365833,6.907635283,7.453367096,7.405874889,7.51934104,6.981125263,6.901209309,8.448711697,7.223271174,7.241080447,7.372515266,6.619617295,6.886079125,7.371738045,6.946154862,7.012284876,7.940214307,6.815934787,0,7.353567198,6.686980128,7.224675571,6.757562123,7.599385021,7.063221024,7.495803776,7.227187653,6.927789856,7.45035212,7.103836226,6.274639836,6.358268493,7.764149569,7.603412425,7.612697875,7.096133781,6.619864255,7.922252119,6.222673536,8.333752748,7.815056973,6.935702307,6.399604291,6.920480509,7.776986838,7.96910317,6.676027169,0,0,0,0,7.819341081,0,0,0,0,0,0,0,0,0,7.74713792,15
s6t15,9.555342441,9.475230249,9.378981075,9.59499311,9.225883251,9.057367552,8.719700747,8.622482185,8.293459519,8.455055074,8.608802717,8.155186481,8.253041218,7.683641134,8.254292565,7.68805221,7.774822607,7.543187555,7.205462773,7.630210719,7.599150035,7.585439729,7.432629362,6.993472405,7.474075264,7.069726904,7.833541781,6.900389019,7.482477887,7.935527765,6.998535842,7.288394464,6.856607899,8.3780009,7.630845265,7.490501903,7.455052415,6.920652758,7.294946684,7.161521761,7.303264843,7.074734157,6.880727061,8.448711697,7.842516821,7.084683425,7.246028804,6.713836096,6.898359127,7.089686188,6.961407751,7.052120453,6.9691562,6.640443365,0,7.303747727,6.493724753,6.554168892,6.769862518,7.191423644,6.691277468,7.55396601,7.106698907,7.058125637,7.528644384,6.952364774,6.530998703,6.504114231,7.431061161,8.698385971,7.234034458,7.155016375,6.649538589,7.847172506,6.27849959,8.30870157,7.360567329,7.751558047,6.387320474,6.899631061,6.965886547,6.429996792,6.900001978,0,0,0,0,6.278947975,0,0,0,0,0,0,0,0,0,7.641522848,15
s7t15,9.690855056,9.359052158,9.409167951,9.536092131,9.196431548,9.135840488,8.954546222,8.638848821,8.381512965,8.448472674,8.609503303,8.245101286,8.245452353,7.792197425,8.146803953,7.765190166,7.940424653,7.65754213,7.792633241,7.753169691,7.736198836,7.919858599,7.508092697,7.521683606,7.44832576,7.322471809,7.76461257,7.315298089,7.696770656,7.941515829,7.195173686,7.293557947,7.199123825,8.217386897,7.674390553,7.470888942,7.404268036,7.348958714,7.388132028,7.181152446,7.148878703,7.150492535,7.03495365,8.182327277,7.651086807,7.036433363,7.306469001,6.990667282,7.128000538,7.239167403,7.337903983,6.941464783,7.084941861,6.885681216,0,7.175362251,6.804424802,6.996001316,6.640117224,7.301100891,6.998420737,7.675979227,7.152105961,6.974769866,7.432619228,7.165274788,6.766706623,6.826490997,7.342619168,8.474776393,7.072570335,7.155016375,7.871069604,6.697106904,6.553532833,8.697837926,7.17059958,7.690723796,6.6822262,7.215866636,6.982716144,7.865570458,6.900001978,0,0,0,0,6.760780898,0,6.178840719,0,0,0,0,0,0,0,6.624747871,15
s1t17,9.901846089,9.699262768,9.648706978,10.13195939,9.329163072,9.426551675,9.036058263,9.101907063,8.601982242,8.811632685,9.045514368,8.542233385,8.819963737,7.911396327,8.95133352,7.968267594,8.046434585,7.765346644,7.438128221,8.101579738,7.666056671,7.972701519,7.779400883,7.382465489,7.658768867,7.364964843,8.388422278,7.232926268,8.09757616,8.62378351,7.225929042,7.738544355,7.146816535,9.190633306,7.927720992,7.988631712,7.951362642,7.018709478,7.508729454,7.605315128,7.772729408,7.475011754,7.247203661,8.989260137,7.324504916,7.422334308,7.647657392,6.861238868,7.500355758,7.567993061,7.358258751,7.240351506,7.036072196,6.898087594,9.131242153,7.778262302,6.823628394,7.67414193,7.22131355,7.969724601,7.422665257,7.791395871,7.515040976,7.30935096,7.499289651,7.470423202,6.587261868,6.457681553,8.131142527,6.987170264,8.07105219,0,6.952129777,7.092865743,6.422216518,8.452303463,7.078773895,7.615401284,0,6.952129777,7.027225059,0,6.84381235,7.291840251,0,7.353740131,0,6.579348427,0,0,0,0,0,0,0,0,7.441410267,0,17
s2t17,9.781323505,9.555525373,9.531296754,9.99341731,9.199445886,9.33022824,8.915914456,8.923533784,8.490199816,8.671180336,8.914078475,8.413879836,8.693665487,7.791913224,8.874855212,7.81004424,7.912799211,7.55835128,7.28188818,7.920374019,7.508511309,7.852387182,7.673287009,7.445739173,7.6356007,7.232133271,8.287602825,7.211812723,8.0847443,8.555456418,7.001286103,7.610266159,7.140577706,9.370219415,7.778022839,7.796221587,7.843736534,6.918118039,7.316067255,7.550902178,7.645752361,7.3734372,7.157021654,8.838376136,7.141350269,7.31349961,7.485040959,6.752405516,7.504981367,7.523118561,7.174604341,7.28103793,6.87687616,7.242310439,8.980168109,7.711112335,6.710121344,7.68098864,7.166441004,8.063826747,7.076454019,7.781244784,7.363742364,7.299532471,6.555705126,7.360316225,6.687518959,6.306594166,8.45444431,6.909024613,8.423402333,0,7.038175157,7.0454835,6.417060185,8.246369858,7.090077648,7.539000622,0,7.290442044,6.909739414,6.806997534,6.700052586,7.191719343,0,7.323636846,0,6.553607554,0,0,0,0,0,0,0,0,7.306251364,0,17
s3t17,9.636402468,9.297606443,9.261352679,9.82476588,9.101111218,8.986830566,8.831164612,8.953612735,8.162792846,8.276332945,8.629001617,8.329907576,8.7139461,7.605341836,8.627756202,7.443230604,7.62169951,7.278524297,7.907466035,8.254665344,7.591079142,8.246864639,8.030370173,7.554985435,7.877052053,7.185418865,8.015425222,7.349252295,7.58213435,8.630202408,7.200835963,7.427113776,7.141461304,9.246875129,7.432549005,7.722991913,7.550121676,7.419899204,7.061312021,7.313336329,7.369284388,7.615286775,6.889920137,8.87616898,7.04160002,7.087019399,7.447243547,6.788886549,7.68811077,7.544680432,7.501897352,6.723321978,7.008548293,6.950065561,8.735907323,7.775651953,7.430843926,7.66006827,7.332037055,7.983279237,7.302637574,7.954608501,7.428687254,7.42003223,0,7.6416466,6.546980035,6.801509572,8.199768494,6.466093825,8.184633503,0,6.777189782,7.062253552,6.309522492,8.911985549,7.231867244,7.056423289,0,6.536061679,7.415933457,6.831971697,0,7.549418227,0,7.596711339,0,6.951130177,0,0,0,0,0,0,0,0,7.398319033,0,17
s4t17,9.940193815,9.71643031,9.647054839,10.47064274,9.437498515,9.525049763,9.081486018,8.858873184,8.954026676,8.87732259,9.280189456,8.467761914,8.463036164,8.052825397,9.279885487,7.968921788,7.978659391,7.670931514,7.420128689,8.102029368,7.683066077,8.270659982,7.752110864,7.278001866,7.655927853,7.360767747,8.642416152,7.120431821,7.955535663,8.247489119,7.243269726,8.189820072,6.892672133,8.720363299,7.990966375,8.270097026,7.752004394,7.060593445,7.540799301,7.92511769,7.884000942,7.387128766,7.454833825,9.214402388,8.705389016,7.671533575,7.982886998,6.976411271,7.308885817,7.446321445,7.480714876,7.222099899,7.040701599,6.99639739,9.262646534,8.059874264,6.709493278,7.498003476,7.01457057,7.754538129,6.91405127,7.572512956,7.653348954,7.25067196,7.515928156,6.951916929,7.315545149,0,7.730468956,7.010207323,7.806429765,0,6.87884213,7.46595114,0,7.782362268,7.273525456,7.282930195,0,7.052456466,7.40809812,0,7.158509556,7.881033092,0,7.098319489,0,7.110490148,0,0,0,0,0,0,0,0,7.527396105,0,17
s5t17,9.38402055,9.324055877,9.226731843,9.502111742,9.059939977,8.897415493,8.544916949,8.507411603,8.132026139,8.283281007,8.478318208,7.990712788,8.378600363,7.553101879,8.430359602,7.474636789,7.350307176,7.22884735,7.334690529,7.84822361,7.427463499,7.811422802,7.68541556,6.750301638,7.807221137,6.722458629,7.75380374,6.61798603,7.766660723,8.146147241,6.856070622,7.151425045,6.67225253,8.599261913,7.609039357,7.348408193,7.411333754,6.968254721,6.997014756,6.919996609,7.249132956,7.324486046,6.671883549,8.406902642,8.81456021,6.949496665,7.038928203,6.532523473,7.136559611,7.059113448,7.189314151,6.864648013,6.828637868,6.849939361,8.520745693,7.558064734,6.785327502,7.491896871,6.989024486,7.721462878,6.364435786,7.699916756,7.456141232,7.139991395,0,6.780027531,6.885288736,7.137998454,7.747692657,6.607410832,7.560891682,0,6.419056448,6.9183848,0,7.971764997,7.329718935,0,0,6.892553367,7.148717119,6.364435786,0,7.517303292,0,7.053350787,0,7.466969544,0,0,0,0,0,0,0,0,7.213179099,0,17
s6t17,9.647621888,9.463646379,9.429405338,9.77035081,9.142267586,9.129520551,8.733069022,8.811690968,8.336046442,8.527899188,8.731146736,8.275948174,8.54015409,7.747903784,8.537458572,7.740735504,7.764668599,7.48035345,7.393747204,7.923471211,7.54023333,7.877003427,7.722678508,6.970304145,7.830494803,7.013117437,7.999986063,6.793855759,7.958525618,8.234563969,7.038497527,7.397568729,6.767630221,8.664623133,7.7801011,7.689447443,7.684244291,7.170679399,7.2606315,7.258336182,7.495065266,7.275513552,6.910899458,8.412161762,8.580207262,7.247808046,7.33641353,6.684618486,7.226057189,7.390790078,7.165762062,7.30646954,6.934363072,6.914636057,8.833385026,7.626015124,6.810806117,7.518458476,6.957964028,7.500449559,7.03074564,7.730239626,7.486780108,7.158307268,0,7.27741875,6.885288736,0,7.726153511,6.981415318,7.657069303,0,6.711882317,7.003608783,0,8.15342926,7.15787701,0,0,7.304998463,7.221700981,0,0,7.517303292,0,7.191805163,0,7.425779787,0,0,0,0,0,0,0,0,7.145898217,0,17
s7t17,9.718174718,9.417666467,9.445995112,9.547291645,9.221083278,9.130150059,8.997504366,8.647902659,8.389492463,8.455104659,8.579114749,8.218933221,8.483271648,7.88350062,8.307590125,7.768552445,7.842836748,7.586369604,8.011319626,8.158104844,7.744409499,8.293057713,7.9339852,7.519814124,7.915161479,7.329734833,7.717314287,7.273257728,7.796396331,8.232246677,7.275811144,7.209883345,7.24575398,8.587191412,7.74183871,7.406486577,7.561021522,7.547422963,7.313522264,7.094144361,7.116689961,7.546902521,8.216887476,9.021801673,8.802529705,7.053639606,7.316488736,6.983247893,7.580120401,7.419020485,7.647098584,6.947371967,7.174011819,6.99639739,8.792491379,7.614933999,7.166255299,7.604976795,7.172044492,7.748977013,6.57496144,7.899996278,7.368614568,7.322973616,0,6.877992516,6.736748045,0,7.720725439,6.773231614,7.571255745,0,6.955181426,7.270181142,6.49649331,8.719304345,7.296958252,0,0,6.892119091,7.321380798,6.517118385,0,7.253763713,0,7.399718656,0,7.570263669,0,0,0,0,0,0,0,0,7.316058137,0,17
s1t21,9.896239922,9.74487189,9.720271481,9.97784337,9.314347448,9.40300389,9.085587071,8.857347701,8.651616762,8.804578722,8.891354931,8.356447935,8.663352708,7.96202774,8.801110648,8.046245127,8.108301939,7.886376973,7.44957442,7.987424374,7.650268704,7.985652893,7.684845609,7.521582505,7.362942424,7.443953686,8.178553842,7.346629298,8.142244162,8.493287909,7.237430737,7.507284322,7.268141863,9.115502398,7.974526138,7.763288166,7.753570964,7.016689702,7.562475678,7.404526044,7.492949813,7.35855117,7.263859899,8.784291834,7.400495333,7.262607085,7.499742863,6.841223351,7.439772097,7.402909621,7.215681244,7.30755271,7.115847337,6.911922004,9.062468428,7.634284007,6.671754475,7.524935187,7.092411173,7.695247572,0,7.70917835,0,7.14428909,7.851768928,7.270720008,6.578864096,6.372481285,7.99957042,0,7.870673966,0,7.006126758,6.925563204,6.322344377,8.353801862,0,7.468878988,0,6.764256723,0,7.196811816,0,7.17315504,0,0,6.764256723,7.08101162,6.877081398,0,0,0,0,0,0,7.795323355,0,0,21
s2t21,9.831502373,9.661530753,9.639807423,9.899761169,9.259854601,9.364675435,9.021355018,8.765727737,8.574606929,8.7104994,8.841700614,8.303789554,8.625597345,7.875672169,8.80867956,7.919365678,7.857676592,7.706673014,7.366884989,7.878478271,7.604120007,7.956304091,7.635351909,7.591094121,7.352628991,7.381216761,8.158867556,7.359112125,8.185799602,8.42857503,7.156060851,7.466316414,7.299036257,9.076057311,7.866383554,7.642471144,7.704181344,7.026139126,7.407448691,7.303023048,7.460441731,7.336530575,7.210976356,8.577525593,7.233824906,7.259564745,7.41801582,6.820879018,7.523817552,7.50800628,7.232695096,7.339571258,7.007604964,7.32044712,8.962618206,7.586917852,6.655600559,7.461361176,7.001431055,7.74724703,0,7.694302132,0,7.121623412,7.497770006,7.207259257,6.765302431,6.278866827,7.922170516,0,7.886335709,0,7.082990081,6.822720046,6.419427714,8.286256269,0,7.476661682,0,0,0,7.237616341,0,0,0,0,6.92741869,6.868140619,6.764295028,0,0,0,0,0,0,7.007736584,0,0,21
s3t21,9.820493375,9.433566898,9.512018973,9.710781995,9.157179037,9.145837334,9.012566698,8.819275043,8.384395351,8.445424605,8.638648133,8.320888618,8.708849868,7.760595494,8.590975313,7.707382306,7.911367207,7.600341932,7.953646707,8.280097992,7.659560402,8.270523093,7.985994657,7.817374745,7.566152311,7.474486812,7.915390081,7.54867604,7.719989013,8.681485934,7.280179287,7.358557028,7.497031408,9.261606982,7.630868776,7.597332892,7.432991619,7.540628837,7.323494928,7.252608985,7.18446391,7.654425627,7.063210329,8.699306264,7.416606432,7.065050631,7.406855009,6.859770322,7.747249667,7.572410779,7.551139694,6.847986154,7.125698451,7.034020186,8.855639867,7.684469359,7.385839286,7.824776365,7.314238085,8.006070123,0,7.929294357,0,7.405518256,7.714194598,7.676713004,6.66000459,6.800346675,8.14906606,0,8.132126763,0,6.955296725,7.193271576,6.377915758,8.954426025,0,7.012018407,0,0,0,7.273534579,0,6.810832745,0,0,6.471656357,7.086103475,6.950299067,0,0,0,0,0,0,8.062744029,0,0,21
s4t21,9.824717015,9.668968399,9.672915885,9.943308337,9.330469747,9.40143092,9.054540928,8.294052536,8.953934214,8.768661916,8.892355742,8.05752805,7.88556428,8.075627313,8.680246956,7.994687946,8.159834077,7.790748894,7.371821049,7.828542373,7.577354272,8.201943383,7.514209289,7.387089268,7.481191746,7.436720878,8.056866438,7.201225263,7.918675437,7.650247658,7.073296391,7.787975511,7.090998689,7.993811917,7.974171701,7.654422105,7.222697629,7.084758344,7.543471632,7.401807218,7.277693157,7.112624355,7.41734517,8.994972645,8.957841537,7.259078762,7.447339872,6.942740261,7.07675954,7.308309433,7.337649764,7.24852001,7.045202451,7.001210997,9.016836373,7.696441035,6.475508708,6.75272684,6.549789442,6.799027276,0,7.752016416,0,6.708068335,7.544791195,6.234849009,6.697622937,0,6.931672373,0,6.995815673,0,6.867265297,7.44824588,0,7.415890126,0,6.886507763,0,6.737516529,0,0,0,6.894930321,0,0,6.737516529,7.068559348,6.579358087,0,0,0,0,0,0,7.87997974,0,0,21
s5t21,9.341922972,9.29328935,9.28589338,9.039690836,8.925220667,8.853375545,8.561243729,7.995599545,8.188128195,8.258251121,8.229084973,7.698914184,7.832387752,7.603008652,7.843759146,7.628511713,7.464568469,7.406053008,7.263813707,7.629686627,7.366751846,7.732927002,7.452634618,6.916017304,7.677528304,6.845709685,7.293681295,6.730121988,7.722262001,7.688208009,7.128771726,6.823867608,6.710957308,8.07871836,7.648126589,6.877251536,6.560613453,7.083105449,7.115864085,6.551133257,6.600152581,6.897015041,6.722933169,8.497383953,9.197598172,6.679614764,6.597174346,6.486005012,6.976273138,6.841791504,6.995984672,6.872167901,6.758154363,6.757272545,8.448987163,7.249463251,6.515065303,7.120015166,6.629481267,6.518923927,0,7.540390749,0,6.865182503,7.315413844,6.403947832,6.624438123,0,6.227167916,0,7.038215853,0,6.407247878,6.887215346,0,7.718628806,0,6.383653854,0,6.407247878,0,0,0,0,0,0,6.879984442,7.133045914,6.542649362,0,0,0,0,0,0,7.57408113,0,0,21
s6t21,9.452116102,9.42247965,9.371341188,9.168785294,9.0551395,8.932314029,8.700364374,8.180482935,8.266010254,8.338156533,8.300936372,7.813810285,8.047808763,7.72437371,7.985127903,7.734059095,7.531987294,7.497892708,7.326684729,7.831477099,7.477568283,7.840151374,7.58105824,7.033530298,7.658318232,7.042988948,7.40063688,6.847940221,7.889543416,7.958090547,6.842871596,6.857924148,6.839950641,8.591826637,7.687894589,7.128877905,6.848728622,7.134062163,7.167175713,6.68812573,6.900869536,7.137675042,6.875908635,8.604604803,8.984650494,6.920928754,6.858714758,6.652896589,7.162440411,7.029503393,7.074386731,7.226628741,6.955091823,6.817265134,8.534895299,7.439091775,6.616811699,7.19906134,6.967385359,7.564574334,0,7.665874053,0,6.995501761,7.538011764,6.592997829,6.329164325,0,7.78756739,0,7.51366008,0,6.666342647,6.901999614,0,7.95177642,0,6.595806849,0,0,0,0,0,0,0,0,7.112805667,7.339103546,6.580548062,0,0,0,0,0,0,7.995186821,0,0,21
s7t21,9.209820706,9.286411716,9.077571457,8.642339977,9.097332158,8.611369745,8.806198296,7.770759117,8.019366566,7.930965356,7.857539515,7.493132657,7.709669618,7.64388729,7.480049907,7.489189522,7.378466568,7.264010648,7.981183584,7.910808336,7.660975415,8.254939842,7.735210957,7.391168504,7.589389562,7.07986414,6.812281826,7.199710707,7.589837659,7.718226445,7.050944958,6.371704131,7.103809091,8.22411152,7.497169834,6.441330447,6.445273683,7.258927806,6.815252532,7.208717451,7.247852834,7.270760886,6.880963994,8.78098373,8.875281499,7.12154423,6.609059397,6.873320783,7.364717077,6.978603758,7.501573059,7.181981662,7.082501404,6.90254806,8.120717717,7.574076809,7.066450955,7.182868568,6.86570313,7.166475259,0,7.859189681,0,6.829449199,7.625324283,6.342183902,6.597994346,6.837871104,6.35533746,0,7.333525949,0,6.762413045,6.982969473,6.397766407,8.383872273,0,6.23724013,0,6.98009268,0,0,0,0,0,0,6.649710629,7.457303989,6.19003991,0,0,0,0,0,0,7.967911677,0,0,21
s1t24,10.30220341,9.879617644,9.973083048,10.45460921,9.448389563,9.800738821,9.281689034,9.371263917,8.903237054,9.227952304,9.436725983,8.946102129,8.789758847,8.100149741,8.975848272,8.269088944,8.516964866,8.157996852,7.644592411,8.141775509,7.598766126,0,7.988654177,7.740645029,7.685129475,7.702039239,8.709123,7.517979004,8.529440024,8.40879518,7.535303554,8.11378646,7.337869331,9.035092885,0,8.251214675,8.185321177,7.130449942,7.976973467,8.025780432,8.074963935,7.496769341,7.418778362,9.238100168,7.007953941,7.779916119,7.956572659,7.12807111,0,7.456481572,0,7.500744441,7.172995413,0,9.60960468,7.711272067,0,7.395919502,7.076319625,7.683800458,7.542928786,7.770126325,7.669452878,7.356121484,7.571213736,7.285158168,0,0,8.017385946,7.327403889,8.041922001,0,0,0,0,8.656005816,0,7.541880233,0,0,0,7.261221137,0,7.655613203,0,0,6.988902352,7.016799377,7.6046111,0,7.164963501,7.595998198,7.940504999,7.770126325,0,7.492618382,0,0,24
s2t24,10.27605325,9.776185354,9.907611398,10.48993666,9.367773186,9.789032388,9.197661947,9.389936307,8.839725136,9.173465566,9.449203269,8.979313244,8.882107744,8.004883469,9.100397559,8.14285616,8.450396757,7.9960563,7.474725288,8.106099733,7.524771115,8.267976557,7.951846604,7.791618491,7.72617194,7.604349549,8.783771921,7.534633858,8.522442689,8.537700905,7.545127784,8.138846743,7.420552533,9.290338431,0,8.268793142,8.230232921,7.047503795,7.84578589,8.025509845,8.121992887,7.504066422,7.34072244,9.194178671,6.6244367,7.840664987,7.949010969,7.000436955,0,7.738546467,0,7.550140447,7.288742928,7.608137663,9.571987711,7.855682154,0,7.600317758,7.256359025,7.418583855,7.692207498,7.732534998,7.667392476,7.425427539,7.562486193,7.241994475,0,0,8.346884554,7.340021013,8.324799312,0,0,0,0,8.620224146,0,7.824995766,0,0,0,7.067854716,0,7.57254999,0,0,7.108724505,7.028549691,7.613205859,0,7.175246391,7.405005651,7.969828779,7.732534998,0,7.486806684,0,0,24
s3t24,10.20435312,9.544044925,9.78466088,10.22568788,9.259808457,9.545127624,9.161865965,9.380489956,8.631549138,8.83819432,9.179944227,8.947644338,8.956885708,7.874158823,8.879646295,7.85433399,8.311750585,7.855004193,8.051913496,8.411850674,7.524771115,8.449821397,8.198448941,7.988650123,7.914247349,7.662713588,8.446519734,7.688935221,7.716853791,8.67644134,7.566812196,7.95120828,7.562853901,9.284935349,0,8.152651826,8.112283209,7.516922235,7.717384972,7.890343434,7.765184421,7.799180461,7.122512229,9.103809748,8.91473125,7.505688852,7.872510453,7.008782153,0,7.792757058,0,7.149535692,7.335062443,7.398918474,9.401587476,7.84026295,7.663363173,7.639831986,7.512939103,7.945853821,7.635497966,8.021980526,7.759838112,7.623042703,7.486377062,7.469397409,0,0,8.333100476,7.168048285,8.31127585,0,0,0,0,9.286802998,0,7.680162119,0,0,0,7.02222935,0,7.716159483,0,0,6.849095905,7.0305744,7.757554579,0,7.246767814,7.550356085,8.063605769,8.021980526,0,7.288988009,0,0,24
s4t24,10.21263635,9.709481704,9.878036254,10.40551255,9.351262569,9.751441705,9.151139888,8.767518243,9.167293936,9.159100476,9.423038801,8.63962198,8.635358502,8.170970842,8.776048105,8.093957566,8.565907524,8.000748922,7.642266552,7.95320439,7.689874597,8.314930848,7.624660525,7.501842956,7.48309386,7.647746381,8.568798414,7.278888078,7.852257334,7.800457046,7.387706331,8.341246511,7.1468932,8.263499836,0,8.069358157,7.746228639,7.198445987,7.923372983,8.027094942,7.796335298,7.395320463,7.471452451,9.207154938,9.111910419,7.651290148,7.900863379,7.186738078,0,7.058767636,0,7.466040077,7.078278891,7.266051372,9.533975914,7.881765237,0,6.815392394,6.789442248,7.397323951,7.196343688,7.604959962,7.648460453,7.008701764,7.783250082,0,0,0,7.187344851,7.149891944,7.554490723,0,0,0,0,8.70850885,0,7.426165729,0,0,0,6.812363353,0,7.905419064,0,0,6.929942005,7.338746834,7.298925508,0,7.012385224,7.513056718,8.209548905,7.604959962,0,6.923205919,0,0,24
